Tag,Description,ID,Type
Shoujo-ai,"Yuri is a genre that depicts homosexual relationships between women. Japan typically uses this single category for all forms of these relationships, sexual or not. In the West, the term Shoujo-ai categorizes stories that focus on the emotional aspects of the relationships, while Yuri categorizes more of the sexual aspects and explicit content. As Anime-Planet's audience is mostly based in the West, we use the Western definition for both Yuri and Shoujo-ai.",wljDSc1yg-l4nmViKDSWe,theme
Shounen,"Shounen (\\u5c11\\u5e74), translated as \\""young boy\\"", is a demographic aimed at boys and young men, from elementary school age to around the age of 15. Shounen is the counterpart of Shoujo, a demographic aimed at teenage girls.",ehO7o79-GJKhZx_iCVZ7f,theme
Shounen-ai,"These manga are categorized as Shounen-ai. Boys' Love or BL in Japan, is a genre that depicts homosexual relationships between men. Japan typically uses this single category for all forms of these relationships, sexual or not. In the West, the term Shounen-ai categorizes stories that focus on the emotional aspects of the relationships, while Yaoi categorizes more of the sexual aspects, such as Smut or explicit content. As Anime-Planet's audience is mostly based in the West, we use the Western definition for both Yaoi and Shounen-ai. See BL for a list of both titles.",s1zfHbm2hp9bmJTUAqMxu,theme
Showbiz,"These manga are all about show business. Characters are involved in the industry as actors, idols, or other talents.",22aSHenKeql7ZWoF20YO7,theme
Siblings,"These manga showcase siblings that live together, work together, or travel together to accomplish a common goal. The siblings' relationship or bond is the primary focus of these manga.",vx_siORZVx8hNmK4XHBc2,theme
Singapore,These manga predominantly or fully take place in Singapore.,mzMEtOxuVWnHJFHxghUi3,theme
Single Parent,"These manga feature characters who are the sole caregivers of a child. They might be the biological parent, an adopted parent, or simply a primary caretaker. These single parents are responsible for all the tasks involved with childcare, either alone, or with the aid of friends, family or a potential new love interest who serves as a secondary parental figure.",m1xKT7LTjL18hpnADR1FO,theme
Sister Complex,"These manga feature Siblings with a Sister Complex: they want nothing more than to ensure the well-being and happiness of their beloved sister, often to an unhealthy or even romantic degree. They're known to be over-protective and jealous of their sister's suitors.",HqMQjoywlE2tf0Xm0RvFS,theme
Skateboarding,"These manga focus on skateboarding, or feature skateboarders. ",4btnZNO6m0bQ58QeSFITa,theme
Skeletons,These manga feature protagonists that are skeletons: characters that have nothing more left to their physical bodies than their bones.,4LsX8GaEynj5MJLWNilNf,theme
Skiing,"Skiing or ski jumping is the focus of these manga. Characters may participate in the sport as a hobby, or compete in championships such as the Olympics.",ZLog17T0kHJsCsW9IPPkN,theme
Slapstick,"These manga feature humor based on physical comedy. Characters might be comedically clumsy, or hit each other in comical, over the top ways.",hWGE1omHO9qUXOWQT5w0x,theme
Slice of Life,"Slice of life, or \\""nichijou\\"" in Japanese, refers to events that occur on a daily basis such as getting ready for the day, light chores, enjoying a hobby, or preparing meals. These events differ depending on setting, but above all else are considered to be ordinary, everyday actions that don't always follow a central plot. The related tags School Life and Work Life focus on ordinary events that take place in a school or work setting, respectively.",jO4iD1sENyxIVjDkWo1L5,theme
Slimes,These manga feature characters that are slimes: masses of gelatinous fluid that typically don't have a distinct shape.,K7Ru-SX1YIwV9DpJA6lFc,theme
Slow Life,"These manga feature characters who have had their fill of excitement, adventures, and drama, and seek a more peaceful life. They may be Isekai'd heroes, villains, high-ranking adventurers, or a typical salaryman, but they all share something in common: they've had enough and want to retire to a slow and peaceful life.",2droCEbVlAkY3d7ZX4j81,theme
Snakes,"These manga feature snakes: long, limbless Reptiles that bite and strangle their prey before attempting to swallow it whole.",1lLlc2DWitengBJtO3ngi,theme
Soccer,"Soccer, also known as football, is the focus of these manga. Training and competing in Tournaments or championships are common themes in sports titles, as well as team spirit, or being an underdog who goes against the odds to succeed.",J6dp7XSo9PuN3Ok879PFD,theme
Social Gap,"These manga showcase a relationship where the characters are in two different social groups. Common differences include rich vs poor, royalty vs commoners, police vs criminals, or other differences. While not always the case, these characters sometimes must overcome challenges or stigma associated with their difference in social status.",i8C7beQ32ksS1xtknPVWy,theme
Social Media,"These manga focus on the impact and utility of social media or web communities. Characters may explore online social networks, or communicate with others through instant messaging or chatrooms.",MWQjnRPP1qFEjxhYvNZIk,theme
Space Opera,"Space Operas take place primarily in Outer Space or across many worlds. They are known to have a large-scale sense of Adventure, Romance, complex characters and Political conflicts which often lead to epic space battles.",Y2J84TFeH4qQfrd2os9th,theme
Space Pirates,"In these titles, Space Pirates pillage and plunder spaceships throughout the galaxy, rather than sailing the seas like their swashbuckling brethren.",BNaaMDmy6lMYRyXesklrz,theme
Spain,These manga predominantly or fully take place in Spain.,vTTCPpo5bK6Td0aFn0yC-,theme
Sparrows,These manga feature sparrows: small Birds with brown and grey plumage.,4QrF9Awi62hTvEGT_UrKl,theme
Spiders,These manga feature spiders: eight-legged arachnids that are known for weaving sticky webs to catch their prey. See also: Insects.,N9Be7FRGCmwJIPcCu2dYv,theme
Split Personality,"These manga feature characters with multiple personalities. This may be the result of magic, a supernatural occurrence, or the character may have Dissociative Identity Disorder (also known as Multiple Personality Disorder), a Mental Illness that causes the person to shut off or dissociate their mind from their current surrounding by shifting to a different personality.",t2XLDcRmH4PoBMng5AFFL,theme
Sports,"These manga delve into the world of competitive Sports, ranging from team-based to individual participants. From Baseball or Basketball, to track and field or combat-based sports, these works focus on the athletes and those around them who show their support.",PbFF2xTkhfVubCXyo86Ma,theme
Sports Medicine,"These manga focus on sports medicine: a branch of medicine that deals with the treatment and prevention of sports and exercise-related injuries. Sports medicine doctors are specially trained to help professional and amateur athletes, and people who have physically strenuous jobs.",Mzyj7NfGhDyJI34v6uC-c,theme
Squirrels,"These manga feature squirrels: small creatures known for collecting nuts and seeds to store for winter. This family of rodents includes tree squirrels, chipmunks, and flying squirrels.",Vlxev69DE9r8pGc0lPLiy,theme
Stalkers,"These manga feature stalkers: people who spend a great deal of time following a target for romantic or nefarious reasons. They're often hiding in the shadows, habitually following their obsession or observing them from afar.",g6W4Z-yi3MbmShlDS2icL,theme
Star-Crossed Lovers,"Characters in these manga are in love, but because of fate, family loyalties, timing, or other reasons, their relationship seems doomed to fail.",fB3-MWFYIUCSzedJdIGF7,theme
Steampunk,"Steampunk describes an alternate timeline based on the industrial revolution, where steam-powered technology like airships, robots and appliances are commonplace. Invention and imagination are common themes in these manga, and elaborate, mechanical devices with cogs, gears, wheels and lenses are found everywhere, even in the outfits of ordinary people.",FbL8FFaL_twoRHwfkDaGZ,theme
Stockholm Syndrome,"Stockholm Syndrome is a phenomenon in which Kidnapping victims, hostages, or other forms of prisoners develop sympathy or romantic feelings towards their captors. These manga feature protagonists who develop Stockholm Syndrome.",6AtTL58y276m5XHI9MwoJ,theme
Student Council,"These manga feature characters who are a part of their school's student council. Elected by the student body, student councils represent their peers when it comes to school affairs. Typical themes in these manga include student council elections, planning of school events such as culture festivals, or interactions between the council members.",RsmhCQ8JjtPNR4PTn0z_o,theme
Student-Teacher Relationship,These manga focus on a romantic or sexual relationship - usually forbidden and taboo - between a teacher and their student.,jQihpfN-SpsW2_u9LR7gp,theme
Submarine,These manga primarily take place onboard a submarine that sails the seas.,sLLw0yVCEGqh-LrddgFX0,theme
Succubus,"These manga feature succubi: Demons or spirits in female form that engage in sexual intercourse to feed off the energy of their partners. In traditional folklore, a succubus would visit men in their sleep, but modern renditions of these creatures can have them pursuing people of either sex, whether they are asleep or awake.",iTJsF5JcvD92Zx4uvR-gV,theme
Sudden Girlfriend Appearance,"In these manga, a leading lady suddenly enters the protagonist's life and often, but not always, desires to become his girlfriend or wife through any means necessary.",XkC0ZQOSuc1irFcH0mfTj,theme
Summoned Into Another World,"These isekai manga feature characters who have been summoned into another world. The characters might be summoned heroes who are needed to fight the locals' battles, or are would-be familiars, or were summoned for some other purpose.",r-4vxTquWVg1eNZgdQxZA,theme
Sumo Wrestling,"Sumo Wrestling is the focus of these manga. Training and competing in tournaments or championships are common themes in sports titles, as well as individual or team spirit, or being an underdog who goes against the odds to succeed.",S120W90IspivCWYAB9Q5n,theme
Superheroes,"These manga feature characters with extraordinary and often superhuman Superpowers. With these abilities, they fight evil to protect society and uphold their moral code. Superheroes are frequently Masked Heroes who wear costumes to hide their identities.",aBtc4A_ZVtDhIDr1a1ddo,theme
Supernatural,"Also called paranormal, supernatural events are those modern science has difficulty explaining. Supernaturally oriented titles are often steeped in folklore, myth, or Urban Legend. They may involve strange or inexplicable phenomena, Psychic Powers or emanations, and/or ghosts or other fantastic creatures. Supernatural events are those that lie at the edge of our understanding - they are easy to believe in, but difficult to prove.",VrNOxWTkfMKorcxVqj429,theme
Superpowers,"Superpowers are special abilities that the majority of modern humans do not possess. Unlike skills that are studied and learned through traditional means, these abilities are inherent strengths that arise from genetic differences, random accidents, or exposure to strange phenomena. These manga often focus on combat between these individuals or against outside threats, as well as the social stigma that comes from having these powers.",gMvYP4lKL8Gv3w8-mJZuo,theme
Super Robot,"These manga feature Mecha that are fantastical and have little to no grounding in reality. They are nearly indestructible, have few limitations, and usually originate from an \\""ancient civilization\\"" or from aliens. These manga tend to be Monster of the Week and often have less mature plots than their Real Robot counterparts. ",sjAgHKpCp56hq57mChw2N,theme
Surfing,"These manga focus on surfing, or feature surfers.",hTXGn2th55auYG-MnFSc0,theme
Survival,"Characters are threatened with danger or death from the very environment in which they live. Whether through starvation, dehydration, asphyxiation, the power of the elements, the threat of attack from deadly wildlife, or fantastic environmental circumstances, the world around the cast poses at least as much of a threat to life as does any humanoid enemy.",sUNZ28ajraHELr6RCFF8u,theme
Swans,These manga feature swans: water-loving Birds with webbed feet and long necks that give them a graceful appearence,43c3WEkpicQmYLe54xGK7,theme
Sweden,These manga predominantly or fully take place in Sweden.,ehDWCcUvyZcvgAALoY2qL,theme
Swimming,"Swimming is the focus of these manga. Characters may swim as part of a School Club or Sports team, or they may enjoy swimming in the Ocean or other locations as a hobby.",aIQkF-TdvdOxqrzWERQn9,theme
Switzerland,These manga predominantly or fully take place in Switzerland.,DF79OG7dTGJ9cbgxx3iud,theme
Swordplay,"Manga with swordplay focus on combat between sword-wielders. Whether duels, skirmishes, battles, or wars; taking place in the past, present, or future - or even somewhere else entirely - if disputes are settled by the blade and it happens on a regular basis, swordplay is at work.",zfZTcbxpux-8jwMIQhPPJ,theme
System Administrator,"These manga feature characters who are transported into another world, usually into a fictional one such as a novel, and are bound to a sentient, often non-metaphysical \\""system\\"". The system is a program that dictates what the character can or cannot do in their new role and tries to get them to follow along with the original plot... usually unsuccessfully. Sometimes the protagonist is fully in control of the system from the beginning but has to unlock new features and upgrades along the way as the story progresses, allowing the protagonist more freedom.",6Zg0qu6Oh7GWIAS0t7S1c,theme
Tanuki,"Tanuki, also known as Japanese raccoon dogs, are the focus of these manga.",01jSrv7EI-9dAbCMg-Ciz,theme
Tea,"These manga are about tea. The story may take place in a tea shop, or feature characters that grow or enjoy drinking tea, or partake in tea ceremonies.",5LAhu47uE330iA-3JrJ11,theme
Teachers,"These manga are about teachers: people responsible for educating their students, whether they work in a high school, a specialized school, or some other institution.",LuXYw39RmI6f4ed207bDt,theme
Teaching,"These manga feature professional educators, and focus on the classroom setting. Teachers in these manga might work at a traditional school, or other locations such as a royal palace, a Magic Academy, or a Monster School.",CgJbwVJSKWtrKHiXPDKE_,theme
Tennis,"Tennis is the focus of these manga. Training and competing in Tournaments or championships are common themes in Sports titles, as well as being an underdog who goes against the odds to succeed.",paf_qBKdWSBuPa4byX0_f,theme
Terrorism,"Terror is an attempt to actively cause fear in a population. This can be accomplished by bombing, disease warfare, hostage taking, or any number of other methods. Terrorists may have a specific objective, something they are expecting from the government or people they are targeting, or they may be simply intending to promote chaos in an area.",sSpSBpPpwZiGwzVb7HOH6,theme
Thai Comics,"These manga have Thai authors and artists, and/or were first published in Thailand.",wjWgy-qadNNKjgVk3Horv,theme
Thailand,These manga predominantly or fully in Thailand.,TWXbEwH1UTOF_q4w8-ybg,theme
The Great Outdoors,"These manga feature characters who spend time in the great outdoors for fun or for work. They might enjoy hobbies such as camping, Mountain Climbing, or hiking, or simply adventuring into the wilderness. They might have a job such as search and rescue, or they might be an avid hunter.",7WbxnR5U66_f6XMI6o0NV,theme
Thieves,"Thieves are experts in taking what belongs to others, by stealth, force, or treachery. Thieving manga may focus on the exploits of one thief, a number of rivals, or even an entire band working together.",sM0RJSKiqKfQeMmGcWq8t,theme
Thriller,"Thrillers are characterized by tension. These manga typically set up a complex story with a variety of dangerous elements, plot twists, and possible outcomes, and attempt to resolve it in a manner that keeps the level of suspense high, keeping you guessing as to what might be coming next.",J7GUJMXRO2ZxVHuRe4jmv,theme
Tibet,These manga predominantly or fully take place in Tibet.,I_N0T7D5kufDOv1jQNfVQ,theme
Tigers,"These manga feature tigers: big Cats native to Asia known for their orange and white striped fur. Unlike the more social Lions, Tigers are solitary hunters who defend their territory from other apex predators, including other tigers of the same sex.",kaPNAbvJcvNxoIRuTUX9_,theme
Time Loop,"The characters in these manga are in a time loop: a phenomenon where they are forced or choose to Time Travel into the past and repeat the same events over and over again unless they can find a way to break the cycle, or until they complete their mission. Also includes cases where a reincarnated or transmigrated character continuously loops through the same events in time, typically dying at the end of each loop and returning back to the point where they transmigrated. Does not include Second Chance cases, which are defined on Anime-Planet as going back once to change events.",PhM-0Tu5bOTlSFLhFLM-e,theme
Time Travel,"Time travel is the concept of moving between different points in time, usually with an invention called a time machine. The science is loosely based in theoretical physics, with quantum mechanics and wormholes as common themes. These titles either focus on the concept of time travel or include time travel, often involving a Person in a Strange World.",X3kZ0sfL19kK-kZn88Sdj,theme
TL,"Teens' Love (\\u30c6\\u30a3\\u30fc\\u30f3\\u30ba\\u30e9\\u30d6), also known as TL, is a Japanese demographic marketed towards women in their older teens to adults. TL stories emphasize smut and erotic themes and include detailed or prolonged sex scenes. They usually have a female protagonist and sometimes have a romance focus, but not always.",yDqj_h6dFJfQZ3Ds7CpGb,theme
Tokusatsu,"Tokusatsu is a Japanese term for live action media that include special effects. In the west, the term is primarily used for titles starring superheroes, such as transforming henshin heroes, or metal heroes such as robots or those who wear metallic suits. Tokusatsu-inspired manga often include themes such as battles with Kaijuu, or color-coded Sentai squads.",Cdk4XjeLh1b_Fcp98oWXP,theme
Tournaments,"Tournaments are competitions on a large scale, in which many challengers or teams may take part in the hopes of winning grand acclaim or prizes. These manga feature characters who intend to succeed in one or more Tournaments, and may focus on their preparations for entry or training as well as individual matches in whatever style of competition the series favors.",cAUgKP3Xq_szaMu-JVPuB,theme
Track and Field,"Track and Field sports such as running, pole-vaulting, jumping, shot-putting or hurdling is the focus of these manga. Training and competing in Tournaments or championships are common themes in Sports titles, as well as team spirit, or being an underdog who goes against the odds to succeed.",nbk72z--jI1Z7Ued3Pzjn,theme
Trains,"Trains are a focus or a primary setting of these manga, whether they're steam-powered, subway carriages or fantastical in nature.",YCdjI4BetXkLhw-qHpc7r,theme
Transfer Students,"These manga feature students who have just transferred to a new school, and typically focus on their experiences as they make new friends, find a new love, or adjust to their new environment.",sSKja_3TjFl9s5kRZFdW5,theme
Transforming Mecha,"These manga feature Mecha that can rearrange their parts to take another form, such as a car, boat, or plane. Each piece of a Combining Mecha usually transforms before joining into its final shape.",r3017fKAt0PcbiISOF7JZ,theme
Transported Into a Novel,"These manga feature characters who have been transported into a novel, or sometimes another form of fiction such as a manga or doujin. They generally take the role of one of the book's characters, such as the hero, romantic lead, or Villainess.",Hfyu1VJnndeNczH2lOcYr,theme
Trapped in a Video Game,"In these manga, characters are stuck in a video game or a Virtual Reality world. Typically it's a High Stakes Game in which players can't leave until they beat the game, and in extreme cases, dying in the game means they die in real life.",Tu4i0HFmuWs9Epy6bcA-2,theme
Treasure Hunters,"Treasure Hunters have one goal in life: to locate and acquire gold, jewels or downright rare items by any means necessary. Characters in these manga are known to travel the land or the galaxy in search of riches beyond their wildest dreams, no matter the authority figures or laws that stand in the way.",TMtoVjs2OaQmg5wl01j8L,theme
Tsundere,"Rough and tough exterior - soft, sweet, nougaty center. A Tsundere is a character who is or appears conflicted in their affection for another, seeming either interested or apathetic, dismissive, or even vicious in turns as the circumstances change. These manga showcase Tsundere types as major characters. B-because they don't really like that person! Baka!",FFLz2D-hRM2tIvN9Mum3g,theme
Turkey,These manga predominantly or fully take place in Turkey.,WjDJRPcv4MOpzc0_mlaBy,theme
Turtles,"These manga feature turtles: reptiles with a hard, protective shell covering their bodies. The tag includes tortoises for discoverability.",5hsVNGDOZBUVRqsHLg2Zz,theme
Tutors,"These manga feature tutors: private teachers who give one-on-one instruction to a single student, or a small group of students. They may teach ordinary academics, give lessons on music or art, or give instruction on more fantastical subjects, like magic.",zqRHGxw--1eFP-7S-lCe3,theme
Unicorns,"These manga feature unicorns: mythical beasts that resemble a horse with a horn on the center of its forehead. They are often magical and rare to find, and are known for attracting innocent young maidens.",LPzUHnw76JfKXVqdBPWdw,theme
Unrequited Love,"Characters in these manga are dealing with an unrequited love for someone. Their feelings may be reciprocated later on, or they may have to come to terms with the fact that the object of their affection is not interested and move on. In some cases, characters may never confess their love at all.",C1tP2AJeXK1xHg07kCTZu,theme
Urban Fantasy,"Urban Fantasy is a subgenre of Fantasy that typically takes place in an urban setting. These manga might be a Contemporary Fantasy set in the present day, or they might take place in the future, or in the historical past. Urban fantasies are set primarily in the real world but contain fantasy aspects.",QM5VgCt6uPFpU6n4bIzAJ,theme
Urban Legend,Urban Legends are modern folklore spread by word of mouth and passed off as true stories. These legends often serve as cautionary tales with horrific implications for the characters in these manga.,Gb5XCowfkUWZyRMMBUZaw,theme
Valentine's Day,"These manga focus on Valentine's Day, a holiday for lovers celebrated on February 14th. Common themes include Love Confessions, going on romantic dates, and giving chocolates or gifts.",LwQgIZOrAWw5TiGVsitl6,theme
Vampires,"These manga showcase traditional vampires - whether they're explicitly called vampires or not - who drink blood, can't sunbathe or have a pesky sensitivity to garlic.",ufcqSEHqFFsbtwNikAgUC,theme
Veterinarians,"These manga feature veterinarians: medical professionals who treat sick and injured animals. In Fantasy manga, they may treat mythical beasts or other fantastical creatures.",-4qbBINF687shqZYKYCAe,theme
Video Game Industry,"These manga explore the video game industry, from typical console games, to mobile games, or even erogames. Common themes include the creative and design process, development lifecycle, or Voice Acting.",sx7Hhrq7rmlnnho402Dyw,theme
Vietnam,These manga predominantly or fully take place in Vietnam.,KHnkdoKKfhI2h6yopFM2e,theme
Vigilantes,"These manga feature Vigilantes: characters who punish those they perceive to be criminals by whatever means are necessary. They typically believe their cause to be just, and their actions to be justified, even if it involves murdering their targets. Vigilantes are often anti-heroes.",fdoBsO4iTjJFXkcCTt-cY,theme
Villainess,"These manga are about a woman who is written to be the villainess in an Otome Game or a novel, and thus is on the road to ruin. Most commonly an Isekai trope where the main character is reincarnated or transmigrated into the villainess, or someone related to them such as a mob character or the heroine. The villainess and her companions must work to do whatever they can to avoid her fate, deal with life after doom, or just avoid the problem altogether! The worlds are usually based on an existing Otome Game or novel the main character is familiar with, or even wrote in their past life.",z_mrz8B1h1yGFK3IuVZ0_,theme
Virtual Reality,"A virtual reality is an immersive, computer-simulated environment that can be accessed using a computer, through a video game console, or even jacked into directly. These manga either take place inside a virtual reality, or might showcase a world where a virtual reality is commonplace.",Jtdx6TZCbmfgkVMLMCSBb,theme
Vocaloid,"Vocaloids are pre-packaged audio synthesizers that mimic the sound of a human-like voice and can be programmed to 'sing' words as they are written. Many Vocaloids also have a commonly known appearance as a 3D model, and may receive recognition almost like real pop stars in Japan. These manga feature Vocaloids, either as instrumental 'singers' or as cultural phenomena.",VeCAutF6YKILWEkfa-xWm,theme
Voice Acting,"These manga feature protagonists that are voice actors for TV, movies, games or other media formats.",11drQTdHaYJTs_RBhlN_f,theme
Volleyball,"Volleyball is the focus of these manga. Training and competing in tournaments or championships are common themes in sports titles, as well as individual or team spirit, or being an underdog who goes against the odds to succeed.",iohxSc2awAoYVgFzPf_0S,theme
VTubers,"These manga feature VTubers (Virtual YouTubers): people who adopt virtual avatars and produce content on the internet for their fanbase. While the name suggests VTubers specifically work on YouTube, the term has branched out to other services such as Twitch and Niconico. Popular examples include Hololive and Kizuna Ai.",OVnMduLPvTJJEh-ylxeV9,theme
War,"In these manga, two or more factions are in the midst of an adversarial conflict. They take place on a number of scales, from minor conflicts between two villages, to country-wide, to intergalactic between worlds. Wars occur for many reasons, from racial tension to political maneuvering to plain old fun and games, with consequences ranging from genocide to loss of land and power.",V34W7AfDdEadDob39PYt-,theme
Water Polo,"These manga feature water polo, a two-team water sport where swimmers move about in a pool and try to score points by throwing the ball into the opposing team's goal.",iKfhSTfEtE9_fgXUr_-i0,theme
Weak to Strong,"Characters in these manga are weak, but through determination, hard work, and rigorous training, they become strong and masters of their field, whether it's martial arts, a job class in a game, or a hobby such as sports. These protagonists might even become powerful enough to be Overpowered Main Characters.",6ibGkv2LgXQAQ0obj4cbW,theme
Web Novels,"These titles are web novels: novels that are released on the web. See also: Light Novels, Novels.",o249FBuo4eI-OGLavdLZU,theme
Webtoons,"A Webtoon is a type of online comic where each chapter is published as a single, vertical strip. They typically have Full Color artwork. Webtoons first originated in Korea and have since spread to other Asian and Western countries.",oz9xaAbcLioO99Tr-bnFm,theme
Werewolves,"These manga feature werewolves: beings that can transform from a human to a wolf; sometimes by choice, sometimes not.",emGvfOCJ2pvlKAayZigQk,theme
Western,"Westerns are manga that embody the spirit of the Old West where cowboys, gunfights, and justice are typical themes. The setting may vary anywhere from the traditional western setting to space or fantasy worlds. Governments rarely have control of these unstable areas, forcing men and women to take the law into their own hands. Characters tend to be strongly concerned with individuality and making their own way in the world, and conflicts tend to be personal, and often violent.",tjH-cqqR7BIN2QWGWTM3v,theme
Whales,These manga feature whales: large ocean-dwelling mammals that resemble large fish.,GcK105q-ba1e0m0IZX3DC,theme
Wine,"These Alcohol-related manga are about wine - drinking wine, brewing wine, or simply learning about wine.",p9dfiGUTPgsC8g1cXzZIu,theme
Witches,"These manga feature witches: magic users who often possess classic traits such as pointy hats, flying brooms, and black cat familiars. Some are protagonists looking to improve their craft, have adventures, or save the world; others might be tricksters or outright villains who cause suffering and misfortune for others. Young witches might study Magic by serving an Apprenticeship, or attending a Magic School.",2Tf_rsEsvpIsitzOEKRlb,theme
Wolves,Wolves are the focus of these manga.,GOOvgXGy4TFqmsEfi2CyY,theme
Work Life,"These manga showcase the daily life of an employee, whether they are a waitress, a salaryman or beyond. Office politics, relationships, daily duties or little things the characters do to pass the time are frequent themes in these titles.",g_PKUIVvAQUzRzLszyRvj,theme
World Hopping,"These manga feature protagonists who travel between multiple worlds. This theme is most common in manhua and novels, where it is also known as \\""quick transmigration.\\"" With quick transmigration, protagonists are often summoned by a deity or by a System Administrator who gives them certain tasks that they must complete. When the system is satisfied, the protagonist moves or is sent to the next world they need to conquer. See also: Person in a Strange World.",hzDfwixaNoBE3tyIsYQ1l,theme
World War 2,"These manga take place in or around the time frame of World War II, a period of great upheaval and change across Europe, America, and Asia. They may focus on events that were part of the war itself, or deal with its build-up, aftermath, or impact away from the front lines.",xqZhpoZcBZzkHZFHsi2B4,theme
Wrestling,"Wrestling is the focus of these manga. Training and competing in tournaments or championships are common themes in sports titles, as well as individual or team spirit, or being an underdog who goes against the odds to succeed.",_ii-U--LTT61lz33POTNa,theme
Writers,"Writers have a career or hobby related to literary works. They might be an author that works in the Manga Industry or Novel Industry, or they might write poetry, draft news articles, or simply write for fun.",aoCz0fzWSdxC04_hKzupS,theme
Wuxia,"Wuxia (\\u6b66\\u4fa0) is one of the oldest genres in Chinese literature, and translates to \\""martial arts chivalry\\"". These manga feature Martial Arts heroes who will stop at nothing in order to become the strongest of them all. The hero may use their Cultivation skills to fight evil in their never-ending quest for strength.",LSMsl4Vp2wyBxc3sb6Nsi,theme
Xianxia,"Xianxia (\\u4ed9\\u4fa0) is a genre in Chinese literature that translates to \\""immortal hero\\"". These Fantasy manga feature characters who use Cultivation with their Martial Arts to gain immortality. These stories typically include Daoist concepts such as qi and yin/yang energy; immortal beings such as gods, ghosts and demons; the afterlife; and magic.",QP44R_BKyI76MWScwhK_H,theme
Yakuza,"These manga feature the Yakuza: Japanese gangs that follows a strict code of honor, similar to the Samurai.",b8met-XAwc64fVTx77jv0,theme
Yaoi,"Yaoi, also known as Boys' Love or BL in Japan, is a genre that depicts homosexual relationships between men. Japan typically uses this single category for all forms of these relationships, sexual or not. In the West, the term Shounen-ai categorizes stories that focus on emotional aspects of relationships, while Yaoi categorizes more of the sexual aspects, such as Smut, or explicit content. As Anime-Planet's audience is mostly based in the West, we use the Western definition for both Yaoi and Shounen-ai. See BL for a list of both titles.",E1LVM-AYc1xYUnyjYlxo_,theme
Yaoi Hand Syndrome,"Characters in these manga have excessively large hands, often reminiscent of Facehuggers or having fingers that are tentacle-like in nature. This sort of character design is most common in Yaoi manga (though isn't exclusive to the genre), and thus is referred to as Yaoi Hand Syndrome or simply Yaoi Hands.",TNS8dLnte_s2VMXTJvvIO,theme
Yoga,"These manga center on yoga: a type of exercise where a person moves their body into various positions to become more flexible and to relax the mind. Originally a 5000 year-old Hindu spiritual discipline, yoga has spread far beyond its native India and is now practiced around the world for its health benefits.",bDVnPtIlLFiT5bCBL7AdK,theme
Youkai,"These manga feature Youkai: Supernatural spirits that originate from Japanese Folklore. Common examples include the Kappa, Kitsune, and Yuki-onna.",oygU2IrRp1bnLn2Qi4_Rx,theme
Yuri,"Yuri is a genre that depicts homosexual relationships between women. Japan typically uses this single category for all forms of these relationships, sexual or not. In the West, the term Shoujo-ai categorizes stories that focus on the emotional aspects of the relationships, while Yuri categorizes adult content. As Anime-Planet's audience is mostly based in the West, we use the Western definition for both Yuri and Shoujo-ai.",kN03i1hZkdnVt0sR3zpNl,theme
Zodiac,"These manga have themes related to the Chinese or Western zodiac. They may include personifications or representations of zodiac characters, people who are possessed by them or draw power from them, or Gods or other living creatures with zodiac powers.",OscCX-jcz6PO0OChdgsxG,theme
Zombies,"Zombies can take many forms: from slow, shuffling and mindless undead, to relatively normal-looking humans, to anything in between. What they have in common is they're reanimated corpses brought back to life through an outside force. Who's hungry for some brains?!",Es6Vnp7o2MdNCrQNLikzI,theme
Zoo,"These manga take place in zoo, whether it's functioning or abandoned. Common themes include animal caretaking, zoologists and research, and guests making trips to the zoo.",4SFU9GczG4F7YbXKigytM,theme
